complaint_id,ward,category,priority,status,date,latitude,longitude,rainfall,traffic,population,department
CMP-001280,Ward-38,Noise Pollution,Medium,Pending,2025-09-17,12.921784,77.463192,34.1,12.4,27363,Sanitation
CMP-001281,Ward-9,Water Supply,Medium,Resolved,2026-04-19,13.006903,77.592441,95.4,79.7,107349,Sanitation
CMP-001282,Ward-17,Water Supply,Critical,Pending,2026-03-29,12.836077,77.59402,34.5,43.3,75142,General Administration
CMP-001283,Ward-29,Air Pollution,High,Resolved,2025-10-02,12.823589,77.468056,48.7,34.5,110932,Roads & Infrastructure
CMP-001284,Ward-20,Illegal Construction,Low,Open,2026-06-20,12.910527,77.427712,28.2,28.7,97240,General Administration
CMP-001285,Ward-35,Road Damage,High,In Progress,2024-02-17,12.81741,77.462469,14.4,27.7,45007,Sanitation
CMP-001286,Ward-39,Streetlight Outage,High,Resolved,2024-06-10,12.779297,77.529309,54.4,43.2,110561,Sanitation
CMP-001287,Ward-10,Sewage Overflow,High,Resolved,2025-11-17,12.779471,77.597922,43.9,68.4,45512,Traffic Police
CMP-001288,Ward-6,Traffic Signal Fault,Medium,In Progress,2024-02-15,12.833248,77.465631,61.8,54.9,64797,Electrical
CMP-001289,Ward-30,Noise Pollution,High,Resolved,2025-10-18,12.89376,77.416621,105.7,85.5,31828,Parks & Environment
CMP-001290,Ward-25,Illegal Construction,High,Pending,2025-03-15,13.003268,77.478078,45.7,48.1,28947,Water Board
CMP-001291,Ward-11,Water Logging,Medium,Closed,2026-04-25,13.012551,77.509542,46.7,78.7,36319,Electrical
CMP-001292,Ward-15,Noise Pollution,High,Open,2024-09-21,12.845189,77.623521,49.5,75.5,56347,Roads & Infrastructure
CMP-001293,Ward-20,Water Supply,Critical,Open,2026-02-13,12.912742,77.422239,3.8,3.5,97240,Sanitation
CMP-001294,Ward-7,Garbage Collection,Medium,Resolved,2024-01-01,12.77585,77.663868,76.4,83.3,110647,Roads & Infrastructure
CMP-001295,Ward-11,Streetlight Outage,Critical,Closed,2025-05-22,13.002838,77.506529,66.3,93.3,36319,Water Board
CMP-001296,Ward-37,Streetlight Outage,High,Resolved,2026-01-28,12.950378,77.472502,32.5,31.6,89847,Sanitation
CMP-001297,Ward-35,Stray Animals,Medium,Pending,2026-01-16,12.809091,77.464079,34.9,55.8,45007,Urban Planning
CMP-001298,Ward-7,Tree Fall,High,Resolved,2025-02-07,12.781547,77.663192,14.2,66.3,110647,Electrical
CMP-001299,Ward-36,Sewage Overflow,Critical,In Progress,2024-11-15,12.773994,77.416759,27.4,87.5,51500,Traffic Police
CMP-001300,Ward-9,Power Outage,Medium,Open,2025-12-04,13.004442,77.59545,67.7,118.9,107349,Water Board
CMP-001301,Ward-4,Garbage Collection,Medium,Closed,2025-07-22,12.970956,77.60454,35.6,77.5,51463,Sanitation
CMP-001302,Ward-39,Water Supply,Medium,Open,2025-08-31,12.7822,77.530763,53.6,41.8,110561,Urban Planning
CMP-001303,Ward-25,Power Outage,Low,Pending,2026-06-01,13.013891,77.477715,40.7,42.9,28947,Parks & Environment
CMP-001304,Ward-20,Garbage Collection,High,Resolved,2025-03-29,12.899656,77.435122,3.6,28.3,97240,Urban Planning
CMP-001305,Ward-33,Traffic Signal Fault,Low,Open,2026-05-27,12.96953,77.51486,31.5,64.3,82839,Sanitation
CMP-001306,Ward-19,Water Supply,Medium,In Progress,2025-09-14,12.922316,77.677854,102.8,47.2,33131,Parks & Environment
CMP-001307,Ward-19,Road Damage,High,Resolved,2026-06-21,12.924943,77.67248,40.0,53.2,33131,Traffic Police
CMP-001308,Ward-12,Garbage Collection,Critical,Open,2026-05-22,12.861121,77.471983,13.4,76.8,99939,Parks & Environment
CMP-001309,Ward-35,Water Supply,Medium,Resolved,2025-02-09,12.818658,77.465956,19.9,61.8,45007,Roads & Infrastructure
CMP-001310,Ward-29,Air Pollution,High,Pending,2024-10-06,12.820758,77.482145,33.4,43.1,110932,Sanitation
CMP-001311,Ward-8,Encroachment,Low,Resolved,2024-08-22,12.892535,77.445138,46.4,49.4,53427,Parks & Environment
CMP-001312,Ward-23,Water Logging,Medium,In Progress,2024-09-28,12.963045,77.427863,105.3,103.3,115741,Electrical
CMP-001313,Ward-18,Water Supply,Medium,Resolved,2024-11-08,12.795917,77.437593,6.5,70.3,112912,Electrical
CMP-001314,Ward-13,Road Damage,High,Resolved,2026-02-27,12.772166,77.5958,47.1,27.0,75589,Roads & Infrastructure
CMP-001315,Ward-14,Garbage Collection,Low,Resolved,2026-01-30,12.857164,77.690251,76.8,104.5,104733,Parks & Environment
CMP-001316,Ward-23,Power Outage,Medium,Open,2026-05-17,12.94543,77.440047,134.4,62.4,115741,Urban Planning
CMP-001317,Ward-39,Water Logging,Critical,In Progress,2025-07-12,12.77914,77.522212,32.9,47.9,110561,Electrical
CMP-001318,Ward-7,Sewage Overflow,High,In Progress,2025-04-30,12.779118,77.654532,83.1,89.5,110647,Sanitation
CMP-001319,Ward-24,Garbage Collection,Medium,Closed,2024-08-03,12.948678,77.441046,35.5,35.8,109646,Electrical
CMP-001320,Ward-21,Garbage Collection,Medium,Open,2025-04-12,12.807202,77.604394,52.6,78.7,93104,Parks & Environment
CMP-001321,Ward-38,Sewage Overflow,High,Closed,2026-02-21,12.926675,77.464117,71.6,54.6,27363,Sanitation
CMP-001322,Ward-9,Garbage Collection,Low,Closed,2026-06-01,13.003399,77.58752,65.3,41.7,107349,Urban Planning
CMP-001323,Ward-36,Stray Animals,Medium,Open,2024-08-29,12.764985,77.415271,48.5,70.1,51500,General Administration
CMP-001324,Ward-37,Road Damage,Low,Closed,2024-02-20,12.954927,77.465412,35.4,101.2,89847,Water Board
CMP-001325,Ward-1,Water Supply,Medium,In Progress,2025-03-20,12.939416,77.398409,80.6,51.2,111530,General Administration
CMP-001326,Ward-19,Road Damage,Medium,Open,2024-03-04,12.933721,77.664052,0,32.7,33131,Electrical
CMP-001327,Ward-4,Tree Fall,Low,Closed,2026-02-23,12.97193,77.613227,53.3,74.7,51463,Traffic Police
CMP-001328,Ward-13,Power Outage,Critical,Resolved,2026-02-08,12.769507,77.584141,15.3,69.1,75589,Traffic Police
CMP-001329,Ward-5,Garbage Collection,High,Open,2025-03-19,13.002278,77.405319,49.6,76.8,59597,Water Board
CMP-001330,Ward-6,Power Outage,High,Closed,2024-08-18,12.843097,77.454626,32.9,42.7,64797,Parks & Environment
CMP-001331,Ward-40,Sewage Overflow,Medium,Open,2026-03-02,12.767485,77.58993,37.7,40.6,110448,Sanitation
CMP-001332,Ward-26,Road Damage,Medium,Closed,2025-06-24,13.005838,77.488202,0,48.9,35032,Roads & Infrastructure
CMP-001333,Ward-32,Tree Fall,Low,Open,2026-04-02,12.878768,77.457151,40.3,76.2,41365,General Administration
CMP-001334,Ward-9,Water Supply,Low,Resolved,2025-12-19,13.004101,77.582726,95.9,37.8,107349,Sanitation
CMP-001335,Ward-1,Tree Fall,Critical,Resolved,2024-05-22,12.950643,77.413182,22.6,60.3,111530,Roads & Infrastructure
CMP-001336,Ward-9,Sewage Overflow,Medium,Open,2024-03-17,12.990752,77.589015,89.3,39.1,107349,Urban Planning
CMP-001337,Ward-9,Streetlight Outage,Low,Open,2025-05-03,12.995506,77.587309,2.4,78.2,107349,Urban Planning
CMP-001338,Ward-7,Traffic Signal Fault,Low,In Progress,2025-05-12,12.785684,77.645155,21.4,90.6,110647,Water Board
CMP-001339,Ward-24,Sewage Overflow,Low,Resolved,2026-01-21,12.933285,77.436108,54.2,90.2,109646,Traffic Police
CMP-001340,Ward-14,Traffic Signal Fault,Low,Closed,2024-06-30,,,6.1,32.6,104733,Urban Planning
CMP-001341,Ward-34,Road Damage,Medium,Resolved,2024-09-03,,,65.4,47.2,87603,Traffic Police
CMP-001342,Ward-36,Stray Animals,High,Open,2024-04-28,12.771707,77.418918,7.4,33.8,51500,Roads & Infrastructure
CMP-001343,Ward-28,Water Supply,High,Resolved,2024-08-20,12.938623,77.553826,1.3,66.0,55306,Sanitation
CMP-001344,Ward-28,Noise Pollution,Medium,Open,2025-05-10,12.924812,77.550595,39.6,52.3,55306,Urban Planning
CMP-001345,Ward-10,Traffic Signal Fault,Medium,Resolved,2025-07-22,12.772329,77.605683,46.3,96.0,45512,Urban Planning
CMP-001346,Ward-6,Air Pollution,High,Resolved,2024-05-24,12.842909,77.458638,45.5,54.8,64797,Electrical
CMP-001347,Ward-17,Garbage Collection,Low,Closed,2025-11-10,12.846618,77.591068,56.2,114.4,75142,Urban Planning
CMP-001348,Ward-24,Streetlight Outage,Medium,Closed,2024-09-04,12.939037,77.441834,38.5,61.5,109646,Urban Planning
CMP-001349,Ward-29,Road Damage,Medium,Pending,2024-09-14,12.829656,77.48088,15.8,37.0,110932,Sanitation
CMP-001350,Ward-20,Streetlight Outage,Low,Open,2024-12-08,12.893919,77.433599,51.8,29.2,97240,Parks & Environment
CMP-001351,Ward-24,Air Pollution,Low,Resolved,2026-01-16,12.948782,77.435347,24.0,53.1,109646,Traffic Police
CMP-001352,Ward-2,Stray Animals,Medium,Closed,2024-04-12,12.78977,77.632136,18.4,72.1,19165,Parks & Environment
CMP-001353,Ward-22,Traffic Signal Fault,High,Resolved,2025-02-02,13.039916,77.562788,74.9,85.9,16504,Traffic Police
CMP-001354,Ward-18,Power Outage,Low,Open,2024-01-01,12.80072,77.445226,90.4,107.3,112912,Traffic Police
CMP-001355,Ward-27,Tree Fall,Medium,Open,2024-11-23,12.854394,77.442757,65.2,64.7,15074,Traffic Police
CMP-001356,Ward-17,Sewage Overflow,High,In Progress,2025-03-24,12.840053,77.605749,2.5,85.8,75142,Electrical
CMP-001357,Ward-23,Power Outage,Medium,In Progress,2024-01-29,12.962354,77.437695,72.4,66.8,115741,Parks & Environment
CMP-001358,Ward-20,Tree Fall,Low,Resolved,2025-08-15,12.895228,77.422822,32.0,41.6,97240,Electrical
CMP-001359,Ward-19,Water Supply,Medium,Resolved,2024-04-06,12.934484,77.679157,27.1,64.4,33131,Sanitation
CMP-001360,Ward-16,Encroachment,Medium,In Progress,2024-02-16,12.867576,77.41127,158.8,86.1,109098,Water Board
CMP-001361,Ward-36,Water Supply,Medium,Resolved,2025-05-03,12.765475,77.41499,103.2,15.9,51500,Urban Planning
CMP-001362,Ward-14,Stray Animals,Medium,In Progress,2025-08-17,12.867815,77.706588,59.9,60.0,104733,Parks & Environment
CMP-001363,Ward-11,Garbage Collection,Low,Open,2024-12-22,13.016514,77.505496,53.4,106.1,36319,Urban Planning
CMP-001364,Ward-30,Illegal Construction,Low,Open,2024-07-10,12.899027,77.422218,65.6,56.2,31828,Electrical
CMP-001365,Ward-3,Noise Pollution,Medium,Closed,2026-05-09,12.762474,77.462714,96.7,35.2,41062,Parks & Environment
CMP-001366,Ward-8,Water Supply,Medium,In Progress,2024-05-19,12.890152,77.427578,95.8,29.9,53427,General Administration
CMP-001367,Ward-35,Sewage Overflow,High,Closed,2024-03-30,12.812454,77.470804,32.1,46.6,45007,Parks & Environment
CMP-001368,Ward-12,Traffic Signal Fault,High,Open,2025-01-13,12.858128,77.456583,36.7,172.4,99939,Water Board
CMP-001369,Ward-8,Water Supply,Low,Open,2025-12-31,12.892866,77.42757,90.6,56.9,53427,Sanitation
CMP-001370,Ward-11,Water Supply,High,Resolved,2024-05-07,13.01039,77.522235,40.6,35.8,36319,Roads & Infrastructure
CMP-001371,Ward-14,Illegal Construction,Low,Resolved,2026-01-17,12.865608,77.693116,55.7,28.2,104733,General Administration
CMP-001372,Ward-34,Water Supply,Low,Pending,2024-12-13,12.893789,77.473947,32.4,15.0,87603,Electrical
CMP-001373,Ward-10,Sewage Overflow,Medium,Closed,2026-04-02,12.771048,77.595013,112.6,44.3,45512,Roads & Infrastructure
CMP-001374,Ward-31,Road Damage,Low,Resolved,2025-09-21,12.943816,77.676604,82.2,34.1,94507,Sanitation
CMP-001375,Ward-18,Garbage Collection,Critical,Resolved,2026-01-18,12.785495,77.446875,44.5,60.9,112912,Parks & Environment
CMP-001376,Ward-13,Power Outage,Medium,Resolved,2026-01-22,12.761682,77.581215,53.4,51.7,75589,Sanitation
CMP-001377,Ward-32,Garbage Collection,Critical,Resolved,2024-04-15,12.871815,77.467896,98.9,85.0,41365,Sanitation
CMP-001378,Ward-27,Garbage Collection,Low,Resolved,2026-04-24,12.853323,77.45277,0,43.8,15074,General Administration
CMP-001379,Ward-7,Noise Pollution,Low,Closed,2025-12-01,12.769473,77.647486,28.7,60.5,110647,Roads & Infrastructure
CMP-001380,Ward-11,Noise Pollution,Critical,In Progress,2026-03-15,13.000528,77.508997,79.5,71.1,36319,Urban Planning
CMP-001381,Ward-37,Water Supply,High,Pending,2025-03-05,12.95043,77.464293,17.3,113.5,89847,Traffic Police
CMP-001382,Ward-26,Sewage Overflow,High,Closed,2025-01-27,13.005833,77.487413,78.8,92.3,35032,Parks & Environment
CMP-001383,Ward-17,Garbage Collection,Low,Pending,2025-02-04,12.853997,77.600329,32.1,71.3,75142,Electrical
CMP-001384,Ward-39,Streetlight Outage,Medium,Open,2024-06-21,12.776786,77.527992,51.6,50.8,110561,Sanitation
CMP-001385,Ward-22,Air Pollution,Medium,In Progress,2025-11-20,13.041862,77.562318,103.6,46.8,16504,Water Board
CMP-001386,Ward-40,Water Supply,Medium,Resolved,2025-10-16,12.761053,77.59226,61.7,31.3,110448,Parks & Environment
CMP-001387,Ward-16,Public Nuisance,High,Pending,2024-10-15,12.879294,77.429339,82.1,84.7,109098,Water Board
CMP-001388,Ward-13,Air Pollution,Low,Resolved,2024-03-20,12.762995,77.597182,71.2,29.6,75589,Parks & Environment
CMP-001389,Ward-30,Tree Fall,Medium,Resolved,2025-11-22,12.891168,77.417381,17.9,85.6,31828,Urban Planning
CMP-001390,Ward-22,Air Pollution,Medium,In Progress,2025-01-14,13.050122,77.568557,65.6,109.0,16504,Parks & Environment
CMP-001391,Ward-18,Road Damage,Low,In Progress,2024-01-23,12.793571,77.450054,0,39.8,112912,Urban Planning
CMP-001392,Ward-26,Noise Pollution,Low,Pending,2025-08-12,13.008782,77.485575,41.4,70.4,35032,Electrical
CMP-001393,Ward-16,Streetlight Outage,High,Pending,2024-09-29,12.863981,77.412308,72.9,57.1,109098,Urban Planning
CMP-001394,Ward-11,Air Pollution,High,In Progress,2024-11-20,13.017668,77.508308,58.0,49.6,36319,Parks & Environment
CMP-001395,Ward-2,Water Supply,Medium,Resolved,2025-05-22,12.789552,77.628639,65.4,59.1,19165,Roads & Infrastructure
CMP-001396,Ward-36,Garbage Collection,Low,In Progress,2025-11-04,12.765807,77.417349,0,81.1,51500,General Administration
CMP-001397,Ward-32,Water Supply,Medium,Resolved,2024-06-16,12.884335,77.472214,31.9,36.6,41365,Parks & Environment
CMP-001398,Ward-15,Encroachment,Medium,Open,2025-03-16,12.845291,77.626972,36.5,107.8,56347,Roads & Infrastructure
CMP-001399,Ward-23,Traffic Signal Fault,High,Pending,2024-03-05,12.944577,77.443087,46.3,103.4,115741,Water Board
CMP-001400,Ward-12,Power Outage,Low,Open,2025-04-19,12.864305,77.471759,42.7,89.4,99939,Urban Planning
CMP-001401,Ward-14,Tree Fall,Medium,Resolved,2024-03-29,12.863725,77.690147,71.2,66.2,104733,Parks & Environment
CMP-001402,Ward-26,Road Damage,High,Resolved,2024-07-09,13.012668,77.492156,32.6,68.2,35032,Sanitation
CMP-001403,Ward-14,Encroachment,Low,Open,2025-12-10,,,49.5,49.4,104733,Sanitation
CMP-001404,Ward-15,Tree Fall,Low,In Progress,2025-03-13,12.839027,77.627494,45.6,84.4,56347,Water Board
CMP-001405,Ward-25,Noise Pollution,High,Open,2025-06-01,13.018895,77.485612,51.9,47.0,28947,Water Board
CMP-001406,Ward-36,Garbage Collection,Critical,Resolved,2025-10-09,12.779458,77.413546,68.3,55.4,51500,Parks & Environment
CMP-001407,Ward-17,Tree Fall,Medium,In Progress,2026-02-10,12.839656,77.589535,108.5,73.3,75142,Sanitation
CMP-001408,Ward-2,Stray Animals,High,In Progress,2024-06-06,12.777671,77.632008,74.8,41.5,19165,Sanitation
CMP-001409,Ward-25,Road Damage,High,Pending,2024-12-11,13.006977,77.482139,66.1,36.0,28947,General Administration
CMP-001410,Ward-8,Illegal Construction,Low,Resolved,2025-05-18,12.883343,77.444001,125.1,38.1,53427,Electrical
CMP-001411,Ward-36,Garbage Collection,Low,Resolved,2024-08-13,12.775715,77.402914,27.2,38.7,51500,Urban Planning
CMP-001412,Ward-31,Stray Animals,Medium,In Progress,2024-10-10,12.95374,77.674956,24.1,88.6,94507,Sanitation
CMP-001413,Ward-28,Water Logging,Low,Open,2026-02-23,12.938049,77.543426,29.1,54.5,55306,Roads & Infrastructure
CMP-001414,Ward-38,Garbage Collection,Medium,In Progress,2024-07-08,12.914067,77.478968,50.2,51.8,27363,Sanitation
CMP-001415,Ward-40,Public Nuisance,Medium,Open,2025-11-08,12.758047,77.592187,93.9,30.1,110448,Parks & Environment
CMP-001416,Ward-37,Stray Animals,Medium,Resolved,2025-06-19,12.950184,77.455755,0,113.4,89847,Electrical
CMP-001417,Ward-9,Streetlight Outage,Medium,Closed,2025-04-16,13.008004,77.589465,109.8,58.2,107349,General Administration
CMP-001418,Ward-14,Air Pollution,Medium,Pending,2025-12-16,12.867696,77.690917,20.9,44.0,104733,Parks & Environment
CMP-001419,Ward-38,Stray Animals,Low,Open,2024-02-16,12.916034,77.474621,44.8,58.9,27363,Traffic Police
CMP-001420,Ward-37,Stray Animals,High,In Progress,2024-01-08,12.954912,77.454295,12.3,103.3,89847,Parks & Environment
CMP-001421,Ward-32,Streetlight Outage,Medium,Resolved,2024-11-12,12.884637,77.45532,62.6,49.1,41365,Traffic Police
CMP-001422,Ward-22,Water Supply,Medium,In Progress,2025-12-16,13.043248,77.552718,37.8,65.1,16504,Urban Planning
CMP-001423,Ward-29,Water Supply,High,Resolved,2025-01-01,12.814583,77.47618,55.9,46.4,110932,Traffic Police
CMP-001424,Ward-23,Road Damage,Medium,Resolved,2025-11-21,12.948212,77.43036,139.3,70.1,115741,Urban Planning
CMP-001425,Ward-37,Tree Fall,Medium,In Progress,2024-10-15,12.948972,77.462963,28.0,110.7,89847,Urban Planning
CMP-001426,Ward-15,Garbage Collection,Low,Open,2024-11-08,12.849525,77.628404,49.2,61.6,56347,Electrical
CMP-001427,Ward-38,Sewage Overflow,Low,Closed,2026-06-17,12.921061,77.463243,51.2,17.1,27363,Sanitation
CMP-001428,Ward-27,Road Damage,High,Resolved,2024-08-11,12.871941,77.451845,4.7,72.9,15074,Urban Planning
CMP-001429,Ward-37,Sewage Overflow,Low,Open,2026-05-31,12.950268,77.455138,14.7,142.7,89847,Traffic Police
CMP-001430,Ward-24,Garbage Collection,High,Open,2026-03-07,12.934802,77.428355,66.7,62.5,109646,Parks & Environment
CMP-001431,Ward-40,Garbage Collection,Low,Open,2026-01-24,12.773744,77.58817,59.9,27.6,110448,General Administration
CMP-001432,Ward-39,Streetlight Outage,Low,In Progress,2025-11-24,12.785871,77.538592,20.5,51.0,110561,Roads & Infrastructure
CMP-001433,Ward-17,Power Outage,Medium,Open,2025-12-13,12.840948,77.59439,60.0,94.2,75142,Traffic Police
CMP-001434,Ward-13,Traffic Signal Fault,Low,Resolved,2024-05-18,12.762091,77.585466,42.3,59.5,75589,Urban Planning
CMP-001435,Ward-15,Stray Animals,High,Resolved,2026-01-29,12.851148,77.636514,5.3,110.2,56347,Water Board
CMP-001436,Ward-21,Power Outage,High,Resolved,2024-10-14,12.795624,77.605795,113.1,66.9,93104,Roads & Infrastructure
CMP-001437,Ward-19,Water Supply,Low,Pending,2024-11-05,12.919533,77.665718,62.4,61.9,33131,Traffic Police
CMP-001438,Ward-40,Air Pollution,Medium,In Progress,2025-04-04,12.771283,77.600634,57.4,14.1,110448,Electrical
CMP-001439,Ward-15,Water Supply,Low,In Progress,2025-08-10,12.857115,77.624805,38.0,63.9,56347,Electrical
CMP-001440,Ward-8,Stray Animals,Medium,Resolved,2026-04-15,12.878041,77.444566,95.8,49.4,53427,Traffic Police
CMP-001441,Ward-4,Road Damage,Medium,In Progress,2024-03-21,12.973637,77.603858,49.9,85.2,51463,Urban Planning
CMP-001442,Ward-18,Power Outage,Critical,Open,2024-05-10,12.793665,77.441058,117.4,49.2,112912,Water Board
CMP-001443,Ward-9,Garbage Collection,High,Open,2026-04-13,13.006394,77.583828,92.0,34.6,107349,General Administration
CMP-001444,Ward-31,Stray Animals,Medium,In Progress,2024-09-23,12.946203,77.686501,56.6,16.1,94507,Sanitation
CMP-001445,Ward-35,Garbage Collection,High,Resolved,2026-03-18,12.822587,77.468643,12.1,110.0,45007,Roads & Infrastructure
CMP-001446,Ward-38,Tree Fall,Low,In Progress,2025-06-30,12.918498,77.467993,4.3,53.9,27363,Electrical
CMP-001447,Ward-5,Traffic Signal Fault,Low,Open,2024-02-18,12.985214,77.401108,37.6,69.8,59597,Traffic Police
CMP-001448,Ward-40,Water Supply,High,Pending,2024-03-16,12.765339,77.587027,67.7,26.5,110448,Water Board
CMP-001449,Ward-23,Road Damage,Critical,Resolved,2025-12-12,12.951184,77.43633,59.5,16.9,115741,Roads & Infrastructure
CMP-001450,Ward-32,Air Pollution,High,In Progress,2025-07-24,12.876029,77.45681,36.2,90.0,41365,Sanitation
CMP-001451,Ward-17,Noise Pollution,Medium,Closed,2024-07-15,12.852578,77.601433,75.8,83.7,75142,Electrical
CMP-001452,Ward-2,Garbage Collection,High,Resolved,2025-09-05,12.782351,77.618812,50.8,70.3,19165,Sanitation
CMP-001453,Ward-33,Power Outage,Low,Closed,2024-11-16,12.957674,77.523335,12.8,54.1,82839,Sanitation
CMP-001454,Ward-39,Power Outage,Medium,In Progress,2025-04-08,12.787505,77.528798,50.3,46.6,110561,Traffic Police
CMP-001455,Ward-26,Garbage Collection,Low,Closed,2024-05-17,13.001712,77.486911,52.9,52.5,35032,Urban Planning
CMP-001456,Ward-27,Road Damage,Low,In Progress,2026-02-14,12.865471,77.450096,73.1,106.4,15074,Sanitation
CMP-001457,Ward-19,Stray Animals,Critical,Open,2025-01-21,12.916896,77.672612,40.8,42.4,33131,Traffic Police
CMP-001458,Ward-35,Tree Fall,Low,In Progress,2025-07-01,12.826067,77.460554,34.0,60.6,45007,Roads & Infrastructure
CMP-001459,Ward-12,Tree Fall,Medium,In Progress,2025-11-09,12.869288,77.455105,30.3,97.3,99939,Parks & Environment
CMP-001460,Ward-20,Public Nuisance,Low,Resolved,2025-06-27,12.899392,77.428398,42.1,43.4,97240,Urban Planning
CMP-001461,Ward-3,Traffic Signal Fault,Low,Pending,2025-05-24,12.757784,77.466079,50.6,45.3,41062,Traffic Police
CMP-001462,Ward-19,Air Pollution,Medium,In Progress,2026-02-02,12.917751,77.668054,59.4,55.0,33131,Sanitation
CMP-001463,Ward-10,Road Damage,Low,Open,2025-12-07,12.762146,77.594065,29.5,62.0,45512,Roads & Infrastructure
CMP-001464,Ward-37,Tree Fall,High,Open,2025-04-27,12.957947,77.463201,41.5,56.5,89847,Urban Planning
CMP-001465,Ward-33,Power Outage,Low,Resolved,2024-02-28,12.958272,77.518338,13.4,70.6,82839,Sanitation
CMP-001466,Ward-13,Power Outage,Medium,Open,2025-02-09,12.765192,77.58242,47.2,51.2,75589,Sanitation
CMP-001467,Ward-36,Power Outage,Critical,Resolved,2024-06-14,12.778718,77.416273,16.4,39.5,51500,Water Board
CMP-001468,Ward-11,Traffic Signal Fault,High,Pending,2026-05-28,13.004488,77.520915,65.3,78.0,36319,Parks & Environment
CMP-001469,Ward-31,Streetlight Outage,High,Resolved,2025-10-12,12.940206,77.686677,0.7,51.2,94507,Parks & Environment
CMP-001470,Ward-36,Garbage Collection,High,Open,2024-03-17,12.764017,77.4127,45.9,46.8,51500,Electrical
CMP-001471,Ward-33,Power Outage,Low,Closed,2025-04-17,12.968628,77.524264,90.6,62.1,82839,Water Board
CMP-001472,Ward-7,Stray Animals,Medium,Resolved,2025-01-14,12.785525,77.647589,7.7,28.2,110647,Roads & Infrastructure
CMP-001473,Ward-5,Noise Pollution,Medium,Resolved,2025-02-23,12.985165,77.410314,52.1,48.6,59597,Parks & Environment
CMP-001474,Ward-20,Garbage Collection,Medium,Resolved,2024-01-18,12.912672,77.433711,38.5,50.5,97240,Traffic Police
CMP-001475,Ward-11,Noise Pollution,Medium,Closed,2024-05-21,13.006418,77.508121,21.2,53.1,36319,Sanitation
CMP-001476,Ward-28,Noise Pollution,Low,Resolved,2024-11-01,12.937415,77.548169,17.0,39.9,55306,General Administration
CMP-001477,Ward-20,Water Supply,Medium,Resolved,2025-05-11,12.89329,77.41735,32.7,23.7,97240,General Administration
CMP-001478,Ward-37,Garbage Collection,Low,Pending,2024-07-17,12.956748,77.470311,38.1,72.1,89847,General Administration
CMP-001479,Ward-22,Road Damage,High,Resolved,2025-06-30,13.040972,77.55635,78.7,44.7,16504,Urban Planning
CMP-001480,Ward-33,Traffic Signal Fault,High,In Progress,2024-06-24,12.95625,77.527451,88.7,57.4,82839,General Administration
CMP-001481,Ward-4,Water Supply,Medium,In Progress,2026-05-03,12.959859,77.610799,46.0,57.0,51463,Electrical
CMP-001482,Ward-20,Stray Animals,Medium,In Progress,2025-09-01,12.907596,77.422511,61.2,2.6,97240,Traffic Police
CMP-001483,Ward-29,Tree Fall,High,Open,2024-08-05,12.812754,77.469159,18.6,50.3,110932,Roads & Infrastructure
CMP-001484,Ward-14,Water Supply,Critical,In Progress,2024-10-26,12.855779,77.692078,2.7,46.4,104733,Urban Planning
CMP-001485,Ward-31,Encroachment,High,Resolved,2025-06-27,12.947367,77.682344,31.2,57.3,94507,Roads & Infrastructure
CMP-001486,Ward-8,Water Supply,Low,In Progress,2024-09-15,12.880458,77.439354,110.7,41.5,53427,Traffic Police
CMP-001487,Ward-24,Road Damage,Critical,In Progress,2026-03-17,12.947851,77.425803,76.6,42.5,109646,Parks & Environment
CMP-001488,Ward-12,Road Damage,High,Open,2024-01-09,12.85769,77.457161,18.0,50.6,99939,General Administration
CMP-001489,Ward-25,Garbage Collection,Low,Closed,2025-01-16,13.014702,77.481033,43.8,49.0,28947,Electrical
CMP-001490,Ward-6,Air Pollution,Low,Resolved,2024-08-11,12.825394,77.468624,91.0,24.2,64797,Water Board
CMP-001491,Ward-6,Air Pollution,Low,Resolved,2025-04-28,12.828098,77.47017,117.5,67.7,64797,General Administration
CMP-001492,Ward-35,Power Outage,Medium,Resolved,2025-12-30,12.822536,77.467148,40.8,96.4,45007,Urban Planning
CMP-001493,Ward-21,Road Damage,Low,Resolved,2025-05-15,12.79536,77.595825,78.6,61.4,93104,Water Board
CMP-001494,Ward-39,Water Supply,Medium,In Progress,2025-04-27,12.773685,77.526637,55.7,94.5,110561,Urban Planning
CMP-001495,Ward-19,Road Damage,High,Resolved,2024-12-30,12.926988,77.673394,72.5,42.8,33131,Urban Planning
CMP-001496,Ward-22,Garbage Collection,Medium,Open,2024-07-18,13.041332,77.553089,130.6,106.0,16504,Electrical
CMP-001497,Ward-12,Streetlight Outage,Low,Resolved,2025-07-01,12.868846,77.469094,20.1,74.5,99939,Sanitation
CMP-001498,Ward-36,Streetlight Outage,Low,Open,2024-07-04,12.762665,77.413254,5.0,84.1,51500,Electrical
CMP-001499,Ward-33,Water Supply,Medium,Closed,2024-12-30,12.962382,77.519265,40.3,91.4,82839,General Administration
CMP-001500,Ward-11,Noise Pollution,Medium,Pending,2024-11-13,13.004435,77.520311,70.9,108.4,36319,Urban Planning
CMP-001501,Ward-22,Water Supply,Medium,Resolved,2024-01-30,13.052626,77.550977,21.8,72.9,16504,General Administration
CMP-001502,Ward-22,Road Damage,High,Resolved,2025-02-23,13.052107,77.554544,57.4,121.5,16504,Parks & Environment
